text,label,conceptual_level,note
a mine,GEONOUN,locale,geonouns; case_insensitive; curated
breakwater,GEONOUN,locale,geonouns; case_insensitive; curated
breakwaters,GEONOUN,locale,geonouns; case_insensitive; generated inflection
breeding ground,GEONOUN,locale,geonouns; case_insensitive; curated
breeding grounds,GEONOUN,locale,geonouns; case_insensitive; generated inflection
breweries,GEONOUN,locale,geonouns; case_insensitive; generated inflection
brewery,GEONOUN,locale,geonouns; case_insensitive; curated
brewpub,GEONOUN,locale,geonouns; case_insensitive; curated
brewpubs,GEONOUN,locale,geonouns; case_insensitive; generated inflection
brick,GEONOUN,locale,geonouns; case_insensitive; curated
bricklaying,GEONOUN,locale,geonouns; case_insensitive; curated
bricklayings,GEONOUN,locale,geonouns; case_insensitive; generated inflection
bricks,GEONOUN,locale,geonouns; case_insensitive; curated
brickses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
brickwork,GEONOUN,locale,geonouns; case_insensitive; curated
brickworks,GEONOUN,locale,geonouns; case_insensitive; curated
brickworkses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
bridge,GEONOUN,locale,geonouns; case_insensitive; curated
bridges,GEONOUN,locale,geonouns; case_insensitive; curated
bridgeses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
brinies,GEONOUN,locale,geonouns; case_insensitive; generated inflection
briny,GEONOUN,locale,geonouns; case_insensitive; curated
brook,GEONOUN,locale,geonouns; case_insensitive; curated
brooklet,GEONOUN,locale,geonouns; case_insensitive; curated
brooklets,GEONOUN,locale,geonouns; case_insensitive; generated inflection
brooks,GEONOUN,locale,geonouns; case_insensitive; generated inflection
broom,GEONOUN,locale,geonouns; case_insensitive; curated
brooms,GEONOUN,locale,geonouns; case_insensitive; generated inflection
brothel,GEONOUN,locale,geonouns; case_insensitive; curated
brothels,GEONOUN,locale,geonouns; case_insensitive; generated inflection
brow,GEONOUN,locale,geonouns; case_insensitive; curated
brownstone,GEONOUN,locale,geonouns; case_insensitive; curated
brownstones,GEONOUN,locale,geonouns; case_insensitive; curated
brownstoneses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
brows,GEONOUN,locale,geonouns; case_insensitive; generated inflection
bucket shop,GEONOUN,locale,geonouns; case_insensitive; curated
bucket shops,GEONOUN,locale,geonouns; case_insensitive; generated inflection
buffer zone,GEONOUN,locale,geonouns; case_insensitive; curated
buffer zones,GEONOUN,locale,geonouns; case_insensitive; generated inflection
builder,GEONOUN,locale,geonouns; case_insensitive; curated
builders,GEONOUN,locale,geonouns; case_insensitive; curated
builderses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
building,GEONOUN,locale,geonouns; case_insensitive; curated
building site,GEONOUN,locale,geonouns; case_insensitive; curated
building sites,GEONOUN,locale,geonouns; case_insensitive; generated inflection
buildings,GEONOUN,locale,geonouns; case_insensitive; curated
buildingses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
built-up,GEONOUN,locale,geonouns; case_insensitive; curated
built-ups,GEONOUN,locale,geonouns; case_insensitive; generated inflection
bungalow,GEONOUN,locale,geonouns; case_insensitive; curated
bungalows,GEONOUN,locale,geonouns; case_insensitive; curated
bungalowses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
burg,GEONOUN,locale,geonouns; case_insensitive; curated
burgs,GEONOUN,locale,geonouns; case_insensitive; generated inflection
burial cave,GEONOUN,locale,geonouns; case_insensitive; curated
burial caves,GEONOUN,locale,geonouns; case_insensitive; curated
burial caveses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
burial chamber,GEONOUN,locale,geonouns; case_insensitive; curated
burial chambers,GEONOUN,locale,geonouns; case_insensitive; generated inflection
burial ground,GEONOUN,locale,geonouns; case_insensitive; curated
burial grounds,GEONOUN,locale,geonouns; case_insensitive; generated inflection
burial site,GEONOUN,locale,geonouns; case_insensitive; curated
burial sites,GEONOUN,locale,geonouns; case_insensitive; generated inflection
burial vault,GEONOUN,locale,geonouns; case_insensitive; curated
burial vaults,GEONOUN,locale,geonouns; case_insensitive; generated inflection
burn center,GEONOUN,locale,geonouns; case_insensitive; curated
burn centers,GEONOUN,locale,geonouns; case_insensitive; generated inflection
burrow,GEONOUN,locale,geonouns; case_insensitive; curated
burrows,GEONOUN,locale,geonouns; case_insensitive; generated inflection
burying ground,GEONOUN,locale,geonouns; case_insensitive; curated
burying grounds,GEONOUN,locale,geonouns; case_insensitive; generated inflection
bus station,GEONOUN,locale,geonouns; case_insensitive; curated
bus stations,GEONOUN,locale,geonouns; case_insensitive; generated inflection
bus stop,GEONOUN,locale,geonouns; case_insensitive; curated
bus stops,GEONOUN,locale,geonouns; case_insensitive; generated inflection
bush,GEONOUN,locale,geonouns; case_insensitive; curated
bushes,GEONOUN,locale,geonouns; case_insensitive; curated
busheses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
business center,GEONOUN,locale,geonouns; case_insensitive; curated
business centers,GEONOUN,locale,geonouns; case_insensitive; generated inflection
butcheries,GEONOUN,locale,geonouns; case_insensitive; generated inflection
butchery,GEONOUN,locale,geonouns; case_insensitive; curated
butte,GEONOUN,locale,geonouns; case_insensitive; curated
butteries,GEONOUN,locale,geonouns; case_insensitive; generated inflection
buttery,GEONOUN,locale,geonouns; case_insensitive; curated
buttes,GEONOUN,locale,geonouns; case_insensitive; curated
butteses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
buttress,GEONOUN,locale,geonouns; case_insensitive; curated
buttressed,GEONOUN,locale,geonouns; case_insensitive; curated
buttresseds,GEONOUN,locale,geonouns; case_insensitive; generated inflection
buttresses,GEONOUN,locale,geonouns; case_insensitive; curated
buttresseses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
byre,GEONOUN,locale,geonouns; case_insensitive; curated
byres,GEONOUN,locale,geonouns; case_insensitive; generated inflection
cabin,GEONOUN,locale,geonouns; case_insensitive; curated
cabins,GEONOUN,locale,geonouns; case_insensitive; curated
cabinses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
cafe,GEONOUN,locale,geonouns; case_insensitive; curated
cafes,GEONOUN,locale,geonouns; case_insensitive; generated inflection
cafeteria,GEONOUN,locale,geonouns; case_insensitive; curated
cafeterias,GEONOUN,locale,geonouns; case_insensitive; generated inflection
caff,GEONOUN,locale,geonouns; case_insensitive; curated
caffs,GEONOUN,locale,geonouns; case_insensitive; generated inflection
cage,GEONOUN,locale,geonouns; case_insensitive; curated
cages,GEONOUN,locale,geonouns; case_insensitive; curated
cageses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
cairn,GEONOUN,locale,geonouns; case_insensitive; curated
cairns,GEONOUN,locale,geonouns; case_insensitive; generated inflection
caldera,GEONOUN,locale,geonouns; case_insensitive; curated
calderas,GEONOUN,locale,geonouns; case_insensitive; generated inflection
call center,GEONOUN,locale,geonouns; case_insensitive; curated
call centers,GEONOUN,locale,geonouns; case_insensitive; generated inflection
call centre,GEONOUN,locale,geonouns; case_insensitive; curated
call centres,GEONOUN,locale,geonouns; case_insensitive; generated inflection
camber,GEONOUN,locale,geonouns; case_insensitive; curated
cambers,GEONOUN,locale,geonouns; case_insensitive; generated inflection
camp,GEONOUN,locale,geonouns; case_insensitive; curated
campground,GEONOUN,locale,geonouns; case_insensitive; curated
campgrounds,GEONOUN,locale,geonouns; case_insensitive; generated inflection
camping area,GEONOUN,locale,geonouns; case_insensitive; curated
camping areas,GEONOUN,locale,geonouns; case_insensitive; generated inflection
camping ground,GEONOUN,locale,geonouns; case_insensitive; curated
camping grounds,GEONOUN,locale,geonouns; case_insensitive; generated inflection
camping site,GEONOUN,locale,geonouns; case_insensitive; curated
camping sites,GEONOUN,locale,geonouns; case_insensitive; generated inflection
campong,GEONOUN,locale,geonouns; case_insensitive; curated
campongs,GEONOUN,locale,geonouns; case_insensitive; generated inflection
camps,GEONOUN,locale,geonouns; case_insensitive; curated
campses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
campsite,GEONOUN,locale,geonouns; case_insensitive; curated
campsites,GEONOUN,locale,geonouns; case_insensitive; generated inflection
campus,GEONOUN,locale,geonouns; case_insensitive; curated
campuses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
canal,GEONOUN,locale,geonouns; case_insensitive; curated
canal bend,GEONOUN,locale,geonouns; case_insensitive; curated
canal bends,GEONOUN,locale,geonouns; case_insensitive; generated inflection
canal tunnel,GEONOUN,locale,geonouns; case_insensitive; curated
canal tunnels,GEONOUN,locale,geonouns; case_insensitive; generated inflection
canalized stream,GEONOUN,locale,geonouns; case_insensitive; curated
canalized streams,GEONOUN,locale,geonouns; case_insensitive; generated inflection
canals,GEONOUN,locale,geonouns; case_insensitive; generated inflection
canneries,GEONOUN,locale,geonouns; case_insensitive; generated inflection
cannery,GEONOUN,locale,geonouns; case_insensitive; curated
canon,GEONOUN,locale,geonouns; case_insensitive; curated
canons,GEONOUN,locale,geonouns; case_insensitive; generated inflection
cant,GEONOUN,locale,geonouns; case_insensitive; curated
canteen,GEONOUN,locale,geonouns; case_insensitive; curated
canteens,GEONOUN,locale,geonouns; case_insensitive; generated inflection
cants,GEONOUN,locale,geonouns; case_insensitive; generated inflection
canyon,GEONOUN,locale,geonouns; case_insensitive; curated
canyons,GEONOUN,locale,geonouns; case_insensitive; curated
canyonses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
canyonside,GEONOUN,locale,geonouns; case_insensitive; curated
canyonsides,GEONOUN,locale,geonouns; case_insensitive; generated inflection
cape,GEONOUN,locale,geonouns; case_insensitive; curated
capes,GEONOUN,locale,geonouns; case_insensitive; generated inflection
capital,GEONOUN,locale,geonouns; case_insensitive; curated
capitals,GEONOUN,locale,geonouns; case_insensitive; generated inflection
capitol,GEONOUN,locale,geonouns; case_insensitive; curated
capitols,GEONOUN,locale,geonouns; case_insensitive; generated inflection
car park,GEONOUN,locale,geonouns; case_insensitive; curated
car parks,GEONOUN,locale,geonouns; case_insensitive; generated inflection
car port,GEONOUN,locale,geonouns; case_insensitive; curated
car ports,GEONOUN,locale,geonouns; case_insensitive; generated inflection
caravan inn,GEONOUN,locale,geonouns; case_insensitive; curated
caravan inns,GEONOUN,locale,geonouns; case_insensitive; generated inflection
caravan route,GEONOUN,locale,geonouns; case_insensitive; curated
caravan routes,GEONOUN,locale,geonouns; case_insensitive; generated inflection
caravansaries,GEONOUN,locale,geonouns; case_insensitive; generated inflection
caravansary,GEONOUN,locale,geonouns; case_insensitive; curated
caravanserai,GEONOUN,locale,geonouns; case_insensitive; curated
caravanserais,GEONOUN,locale,geonouns; case_insensitive; generated inflection
caribbean island,GEONOUN,locale,geonouns; case_insensitive; curated
caribbean islands,GEONOUN,locale,geonouns; case_insensitive; generated inflection
carpentries,GEONOUN,locale,geonouns; case_insensitive; generated inflection
carpentry,GEONOUN,locale,geonouns; case_insensitive; curated
carport,GEONOUN,locale,geonouns; case_insensitive; curated
carports,GEONOUN,locale,geonouns; case_insensitive; generated inflection
carrefour,GEONOUN,locale,geonouns; case_insensitive; curated
carrefours,GEONOUN,locale,geonouns; case_insensitive; generated inflection
carriage,GEONOUN,locale,geonouns; case_insensitive; curated
carriage house,GEONOUN,locale,geonouns; case_insensitive; curated
carriage houses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
carriages,GEONOUN,locale,geonouns; case_insensitive; generated inflection
cascade,GEONOUN,locale,geonouns; case_insensitive; curated
cascades,GEONOUN,locale,geonouns; case_insensitive; generated inflection
casino,GEONOUN,locale,geonouns; case_insensitive; curated
casino-hotel,GEONOUN,locale,geonouns; case_insensitive; curated
casino-hotels,GEONOUN,locale,geonouns; case_insensitive; generated inflection
casinos,GEONOUN,locale,geonouns; case_insensitive; generated inflection
castle,GEONOUN,locale,geonouns; case_insensitive; curated
castles,GEONOUN,locale,geonouns; case_insensitive; curated
castleses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
catacombs,GEONOUN,locale,geonouns; case_insensitive; curated
catacombses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
cataract,GEONOUN,locale,geonouns; case_insensitive; curated
cataracts,GEONOUN,locale,geonouns; case_insensitive; generated inflection
catchment area,GEONOUN,locale,geonouns; case_insensitive; curated
catchment areas,GEONOUN,locale,geonouns; case_insensitive; generated inflection
catchment basin,GEONOUN,locale,geonouns; case_insensitive; curated
catchment basins,GEONOUN,locale,geonouns; case_insensitive; generated inflection
cathedral,GEONOUN,locale,geonouns; case_insensitive; curated
cathedrals,GEONOUN,locale,geonouns; case_insensitive; generated inflection
cathouse,GEONOUN,locale,geonouns; case_insensitive; curated
cathouses,GEONOUN,locale,geonouns; case_insensitive; generated inflection
cattle dipping tank,GEONOUN,locale,geonouns; case_insensitive; curated
cattle dipping tanks,GEONOUN,locale,geonouns; case_insensitive; generated inflection
